arg1,arg2,word,sentence,verb_idx,label
русский,,архитектор,Город просто огромный Еще до Путевого дворца русских царей построенного знаменитым русским архитектором Казаковым стоящим ранее на окраине с этого места как я помнил собственно и начиналась столица шли с одной и другой стороны дороги целые вереницы разных служебных и жилых зданий Все время справа по ходу дороги чувствовалась река и мне казалось что я даже слышу призывные звуки пароходов конечно более мощных нежели Николай Первый на котором много лет назад я приплыл в Кронштадт ,1 ,0
петербургский,,архитектор,Городские дела Группой петербургских архитекторов разработан проект жилого дома в квартирах которого будут отсутствовать совершенно кухни знаменные одной центральной с лифтом для подачи кушаний во все квартиры в обусловленное время Подобные дома уже получили распространение за границей и житье в них сходно до известной степени с житьем в пансионах ,1 ,0
петербургский,,архитектор,Госдуму надо переселять говорит она тоном врача дающего направление на срочную операцию по пересадке важного органа Это здание было выстроено архитектором Лангманом в 30 е годы специально для Госплана В сталинском стиле ,1 ,0
петербургский,,архитектор,Госстроем России значительно облегчает работу проектировщиков и архитекторов с продукцией КНАУФ Специалисты фирмы КНАУФ обратили внимание ,1 ,0
петербургский,,архитектор,гостей в прихожей Холл визитная карточка любой квартиры и архитекторы постарались создать дорогое изысканное пространство украшенное плиткой из ,1 ,0
петербургский,многолетний,архитектор,Готические реминисценции Когда авторами ландшафтного проекта становятся архитекторы с многолетним стажем то сакраментальный вопрос о том что в саду первично архитектура или ,1 ,0
петербургский,,архитектор,Грамотный заказчик наслушавшийся от друзей таких историй обычно давит на архитектора требуя чтобы тот все предусмотрел Но это не работа архитектора его этому даже не учили Не говоря уже о том что многие вещи из лекций не узнаешь они познаются только с опытом строительства ,1 ,0
петербургский,,архитектор,грибками и микроорганизмами Фасадная краска Архитектор АК 150 выпускается в различных базовых вариантах позволяющих получать в режиме колеровки более ,1 ,0
современный,,архитектор,Груды кирпичей и мусора лежали под ними Всюду куда падал взгляд зияли огромные бреши сделанные снарядами и глаз художника угадывая местами по развалинам живописную старину или оригинальный замысел современного архитектора болезненно щурился Чистая работа господин Шуан сказал Матиа после такого опустошения сдается мне осталось мало охотников жить здесь ,1 ,0
ландшафтный,,архитектор,Грундуле ландшафтный архитектор член Союза архитекторов Латвии Профессиональную ,1 ,0
ландшафтный,покрывной,архитектор,Грунт Архитектор АК 015 и покрывная краска Архитектор АК 150 разработаны специалистами ХЕМИ для сложных погодных условий Урала и Сибири ,1 ,0
ландшафтный,,архитектор,Давайте просто прогуляемся по этому чудесному парку внимательно вглядываясь в детали не забывая при этом что подобного результата ландшафтные архитекторы добились в условиях практически идентичных нашим столько же снега зимой ,1 ,0
ландшафтный,,архитектор,давно работающий над проектом гостиничного комплекса в Зарядье в интервью Вечерней Москве в сентябре этого года рассказывал об уникальном китайгородском стиле К его восстановлению оказывается архитекторы прикладывают все свои силы О приоритете историзма говорят и все касающиеся архитектуры формулировки содержащиеся в постановлении о нынешнем конкурсе девелоперов-инвесторов ,1 ,0
ландшафтный,,архитектор,Да возьми хоть меня Я мужик неученый азбуки ведь не знаю а я тебе без архитекторов дворец выстрою Вот и эту обитель на Секирной горе я ,1 ,0
ландшафтный,,архитектор,Да да говорит она вот надо чтобы Саша посмотрел вашу работу я конечно ничего не понимаю хотя мне кажется очень очень хорошо а вот интересно что он скажет он ведь у меня художник Я воображал себе художника- архитектора очень важным господином с брелоками расчесанными бакенбардами и пробором на затылке в безукоризненном костюме и белейшем белье громко смело выкрикивающим приказания и звучно сморкающимся в чистейший платок освежающий комнату духами Я даже боялся встречи с ним и радовался про себя что вот уже четвертый день а его нет ,1 ,0
ландшафтный,,архитектор,Да-да это бы финал театральной Олимпиады в Москве один из ее проектов Мы привезли из Китая двадцать тонн бамбука привезли архитектора из Австралии и построили огромный Корабль дураков У гостиницы Россия возле Красной площади поставили трибуны и тридцать уличных театров одновременно играли этот спектакль на набережной ,1 ,0
доморощенный,,архитектор,Да есть ли хоть один французский архитектор в Москве Помилуйте батюшка Владимир Сергеевич мало ли у нас своих доморощенных архитекторов Что вы сударь ,2 ,1
доморощенный,,архитектор,Дает несчастный частник взятку Потом архитектор появляется мастерская видите ли не вписывается в архитектурный облик деревни Опять взятка ,1 ,0
доморощенный,,архитектор,Даже больше Все эти архитекторы сейчас имеют большой успех в Австрии Француз Доминик Перро недавно выиграл большой конкурс в Вене ,1 ,0
доморощенный,,архитектор,Даже падение и опала Бирона почти не отразились на положении мастера при дворе При воцарении Елизаветы Петровны он вызван в Петербург с оставлением в звании обер- архитектора и ему поручена постройка третьего Летнего дворца 40 50 годы годы расцвета мастера ,1 ,0
доморощенный,,архитектор,Да и как можно по фотографии судить о скульптуре Есть же все-таки ее модель и есть архитектор Филиппов Алексей ,1 ,0
ландшафтный,который,архитектор,да и поздновато собрались Еще несколько лет назад ландшафтные архитекторы которых казалось бы поддерживала власть почти поверили что на Бульварном кольце можно будет ,1 ,0
ландшафтный,,архитектор,Да и просто архитектор наверное тоже Здесь нужны еще и глубокие знания в области ,1 ,0
главный,,архитектор,Да и с просьбой разрешить оформить станцию митьки ни к кому не обращались Ни к главному архитектору Москвы ни в Москомархитектуру ни в Моспроект Потому как бюрократия дело не митьковское ,1 ,0
иностранный,,архитектор,Да кто вам дом-то построил хозяин ведь не сам же экс-президент Иностранного архитектора выписали Микаэль Да и рабочих набрали одной масти с архитектором ,1 ,0
иностранный,петрозаводский,архитектор,Далеко сзади в клубах пыли мелькал газик с начальством В нем ехала мастер Таня только что получившая диплом архитектора в Петрозаводском университете Эта тоненькая тихая девушка с большим лбом и светлыми волосами гладко зачесанными назад будет командовать разборкой дома в Мунозере ,1 ,0
иностранный,,архитектор,Да мне думается что это неловко то есть должно стеснять вас меня бы стесняло Что же собственно стесняло бы вас с искренним удивлением спросил архитектор Да эта разница положений ,2 ,1
новый,,архитектор,дание должно быть расположено как тело человеческое а одежда его соответственна климату и свойственному ему изяществу и так далее Платон Васильевич был очарован новым архитектором но когда дело дошло до числа окон Помилуйте четное число окон это невозможно ,1 ,0
новый,,архитектор,Да разумеется лучше бы было Анна Аркадьевна сказал архитектор да уж упущено Да я очень интересуюсь этим отвечала Анна Сияжскому выразившему удивление к ее знаниям по архитектуре ,2 ,1
любимый,,архитектор,Дарования Анфемия и товарища его Исидора Милезианского были ободряемы и употребляемы в дело Государем в котором склонность к зодчеству превратилась в страсть разорительную и весьма вредную Любимые архитекторы представляли планы свои и недоразумения на суд Юстиниана смиренно исповедуя ничтожность многотрудных усилий слабого ума своего перед вдохновенною мудростию такого Императора коего намер ения всегда клонятся ко благу своего народа ко славе своего царствования и ко спасению душевному ,1 ,0
главный,,архитектор,Да сейчас стало намного легче работать Надо отдать должное нынешнему главному архитектору города у него есть очень ценное качество Арбатский не ретроград Держать и не пущать это не его позиция Валерий Петрович радеет за город за его архитектуру и всегда поддерживает когда видит что-то интересное ,1 ,0
главный,недоуменный,архитектор,Да тот отвечаю который мы вчера с вами смотрели здесь же в кабинете в присутствии архитектора Когда смотрели спокойно говорит председатель и поворачивается к главному архитектору Разве мы что-нибудь вчера смотрели Архитектор недоуменно пожимает плечами Вы что-то путаете товарищ корреспондент ,1 ,0
главный,,архитектор,Да эта разница положений Старик ведь он уже стар работает за несколько рублей в месяц тогда как я архитектор зарабатываю сотни Шебуев с острым блеском в глазах осмотрел собеседника и серьезно сказал ,1 ,0
немецкий,гоночный,архитектор,Да это так Мастер-план автодрома и трассы выполнен известными немецкими архитекторами гоночных трасс компанией под руководством фирмы В соответствии с мастер-планом протяженность трассы составит 3 6 км Трасса будет оснащена всем необходимым комплексом обеспечения и будет одной из самых современных в мире ,1 ,0
немецкий,,архитектор,Двадцать лет назад на территории БССР не было ни скульпторов ни художников А сегодня в Белоруссии насчитывается 40 архитекторов 14 скульпторов около 70 живописцев графиков декораторов и оформителей В БССР существует художественное училище в котором обучается до 200 студентов изостудия для молодых художников ,1 ,0
немецкий,свой,архитектор,Два резных шкапа с книгами в кожаных позолоченных переплетах сдавливают комнату к концу противоположному окнам Книг этих Евлампий Григорьевич никогда не вынимает но выбор их был сделан другим руководителем переплеты заказывал опять архитектор по своему рисунку Он же выписал несколько очень дорогих коллекций по истории архитектуры и специальных сочинений ,1 ,0
немецкий,,архитектор,Два яруса проходов и галерей пронизывая почву разбегались по всем направлениям выбрасывая шесть длинных рукавов за пределы сада и стены Вот эта галерея выходит под статуей Времени пояснил архитектор но мы оставили ее закрытой там слишком людное место Ход номер пять налево от нее один из самых удобных ,1 ,0
немецкий,,архитектор,Две главные достопримечательности города Верхний город с крепостными башнями и Южный Канал занесены ЮНЕСКО в фонд Всемирное наследие В веке город был отреставрирован и частично отстроен заново архитектором Виолле-ле-Дюком что спасло крепость от разрушения Каждый год 14 июля в Каркасоне инсценируют штурм Бастилии ,1 ,0
немецкий,,архитектор,Дверь долго не открывали и перед мысленным взором Алика проплывали страшные видения Архитектор не открывал потому что никого не ждал Он рассчитывал что нежданный гость позвонит и уйдет ,1 ,0
немецкий,,архитектор,Дворец и сады князя Меншикова Перед нами проект планировки острова выполненный архитектором Д Трезини По мнению М В Иогансен это был самый первый из подготовленных архитектором вариантов ,1 ,0
немецкий,,архитектор,Дворец как известно построен не был Перечень обстоятельств помешавших архитектору напоминает известный анекдот об артиллеристе Тот объяснял свое бездействие десятью причинами Во-первых сэр не было снарядов ,1 ,0
немецкий,свой,архитектор,Дворец князя Юсупова графа Сумарокова-Эльстон В постройке его принимали участие лучшие художники и архитекторы своего времени Дворец обошелся в два миллиона рублей и вызывал удивление современников своей роскошью ,1 ,0
знаменитый,,архитектор,Дворец перестроенный из бывшего дома адмирала Апраксина вскоре показался недостаточно обширным Молодой архитектор Растрелли сын переселившегося в Петербург при Петре Великом скульптора составил план нового роскошного дворца близ Адмиралтейства Это был первый опыт художника обладавшего огромным талантом и сделавшегося вскоре одним из знаменитейших архитекторов в Европе ,1 ,0
знаменитый,французский,архитектор,Дворцом князя назван деревянный дом А Д Меншикова а его каменный дворец именован жилым домом князя Новая улица механиков художников и архитекторов или Французская слобода как и на плане Г П Буша помещена ближе к центру острова Судя по одинаковому изображению очертаний островов русел рек а также содержанию некоторых надписей И Б Хоманн создавая план Петербурга взял в качестве основы Палибину гравюру ,1 ,0
подневольный,,архитектор,Двухчасовой аттракцион по мотивам популярного французского комикса режиссер Ален Шаба ни на минуту не дает зрителю расслабиться и прекратить хохотать На этот раз два храбрых галла отправляются в Египет где подневольный архитектор Номернабис должен в рекордные сроки построить для Клеопатры новый дворец 5 звезд 953 42 06 Аврора 337 80 83 Байконур 404 51 19 404 51 19 Варшава 150 42 27 Горизонт 245 31 43 246 06 15 Каро-Фильм 937 26 16 Каро-Фильм 2 937 26 19 Киргизия 301 42 46 Ленинград 157 75 52 Матрица 926 59 39 Мечта 324 85 77 Прага 945 43 11 945 42 11 Ролан 916 91 90 916 94 12 Солнцево 439 52 00 Стрела 244 05 53 Формула кино 795 37 95 Экран 356 88 01 ,1 ,0
подневольный,,архитектор,Двухэтажное деревянное здание райкома партии построенное незадолго до войны самое высокое в селе Архитектора этого сооружения и по сей день ругают в райцентре вид испортил И в самом деле райкомовское здание явно нарушая ровную линию домов приречной стороны слишком уж выпирает на главою улицу так что если бы не оградка вокруг него каждый пеший и конный задевал бы за угол ,1 ,0
подневольный,,архитектор,Д Д Покотилов за дорогую цену купил целое свиное семейство состоявшее из большой свиньи и пятерых двухнедельных поросят Купил он это семейство у англичанина который в Пекине проживал в качестве архитектора и подрядчика и не плошал наживая на всем бешеные деньги ,1 ,0
подневольный,,архитектор,девятого я ему помогал подкрашивал чертил М О Но архитектором вы проработали недолго А М Лет пять начиная с 4 го курса ,2 ,1
подневольный,,архитектор,Дед Стенли Роберт построил неподалеку на холме гостевой павильон в стиле арт-нуво со стилизованными орлами по углам многочисленных террас что не могут не напомнить нашему читателю стилистику романа Великий Гэтсби Следующий стиль деко в сочетании с конструктивистскими элементами вывезенными из России и Германии был использован архитекторами отца Стенли Дэвида для создания уникальной оранжереи в сочетании с гаражом где и по сей день стоят коллекционные бугатти испан о-сюизы роллсы и даймлеры а также два любимых открытых кадиллака пятьдесят шестого года черный и белый в которых восьмидесятилетний патриарх в зависимости от настроения то в черном то в белом любит разъезжать по соседним деревушкам притворяясь обыкновенным фермером и заигрывая с девчонками ,1 ,0
подневольный,прелестный,архитектор,Действие света проницающего в подземелье обольстительно кажется вам будто попали вы во дворец гномов Эта церковь достойна изучения архитекторов Но что всего прелестнее в Гамбурге это Эльба Альстер и гуляние по прежде бывшему валу ,1 ,0
подневольный,,архитектор,действительно мало кто из покупателей их продукции может назвать имя архитектора спроектировавшего комплекс или организацию обеспечившую техническое исполнение муравейника ,1 ,0
подневольный,,архитектор,Действительно пусть вы живете в доме имеющем форму буквы П и находитесь в правом крыле этого дома Зная что по замыслу архитектора оба крыла здания одинаковы вы обследовав лишь свою квартиру довольно точно представите себе что за квартиры расположены в левом крыле дома все они будут как бы зеркальным отражением вашей собственной Конечно симметрия никогда не будет полной в вашей квартире стол может сто ,1 ,0
подневольный,,архитектор,Действительный статский советник Бер начальник Особого установления с чувством исполненного долга показывает следователю Я велел не засыпать оставшиеся от выставки 1832 года ямы нарочно чтобы сдерживать народ Узелков было четыреста тысяч а народу привалило миллион каждая сайка была у нас на счету оправдывает его помощник архитектор Николин особое устройство буфета в виде мышеловки где в узких на два человека проходах погибло в давке множество людей Столько скрытых пружин и невидимых тормозов честолюбия упрямства боязни ответстве ,1 ,0
подневольный,,архитектор,декоратора Архитектор предлагает планировку декоратор сразу ищет колористическое решение планирует расстановку мебели текстильный дизайн то ,1 ,0
подневольный,,архитектор,декораторов интерьера ОДИ лишний раз подтвердило что независимо друг от друга существуют абсолютно разные профессии архитектор и декоратор А в какой последовательности на ваш взгляд ,1 ,0
подневольный,,архитектор,Делегаты съезда с обеспокоенностью отмечали стремление российских законодателей в процессе административных реформ снизить законотворческий и лицензионный статус Союза архитекторов России превратив Союз в заурядную общественную организацию типа творческого клуба где дискуссии звучат лишь за чашкой чая Вызывает тревогу и стремление упростить проект Градостроительного кодекса России концентрируя все ,2 ,1
городской,,архитектор,Дело в том что проект павильона или веранды нужно утрясать с коммунальщиками района с городскими архитекторами и санэпиднадзором а они разрешения не дадут если не проведена вода и нет туалета Расходы по минимальному обустройству площадки начинаются от 30 тысяч рублей ,1 ,0
старый,,архитектор,Дело по-видимому заключалось не только в том что Валицкий смущал ребят своим внешним видом Студенты-строители они разумеется знали о репутации которой пользовался старый архитектор и так сказать априори были настроены по отношению к нему несколько драчливо Может быть Валицкий предполагал это или интуитивно почувствовал но так или иначе стал задираться первым иронически расспрашивая чему же теперь учат ,1 ,0
главный,,архитектор,Деньги на Москву Шалва Чигиринский нашел в тумбочке Не каждый проект удостаивается столь пышных презентаций в пятницу о деталях перестройки гостиницы Москва рассказывали мэр Москвы главный архитектор города Александр Кузьмин оправившийся от недавнего покушения глава департамента внешних связей московского правительства Иосиф Орджоникидзе и руководитель девелоперской компании Шалва Чигиринский На главный вопрос волновавший всех а зачем собственно сносить участники презентации отвечали синхронно обветшала ,1 ,0
главный,броньярый,архитектор,Деньги не пахнут а местом где не только деньги но даже крупнейшие промышленные предприятия теряют свое лицо приобретая и утрачивая свою ценность в зависимости от комбинаций искателей наживы является как известно биржа Окружавшие это величественное построенное архитектором Броньяром в 1808 году здание грязненькие кафе бывали в довоенное время набиты мелкими комиссионерами агентами журналистами Но времена переменились и к немалому моему удивлению как раз в подобном кафе один из моих когда-то шикарных коллег по жокей-клубу назначил мне свидан ,1 ,0
главный,,архитектор,Департамента планирования и развития территорий г Перми Г И Колесниченко главного архитектора г Перми О В Горюнова и советника главы г Перми Е С Петрова ,1 ,0
петербургский,,архитектор,Дерзкого или лучше сказать несчастного отважившегося нарушить покой царственного нашего дома своими безыменными письмами вскоре открыли Это был отставной поручик Филиппов сын одного петербургского архитектора воспитывавшийся в 1 м кадетском корпусе выпущенный оттуда в 1832 году за болезнью в статскую службу но перешедший потом в военную и наконец уволенный по просьбе в отставку только перед самым этим происшествием Он был открыт по тождеству почерка в письме его к одному из товарищей о совершенно постороннем предмете с почерком записок отпр ,1 ,0
петербургский,,архитектор,Десятиметровый балкон на Никитском бульваре в Москве архитектора Д И Жилярди является сборным чугунным и соответствует на фасаде портику ,1 ,0
петербургский,,архитектор,деть парящего в небе ангела Но Александровскую колонну никто свергать не собирался напротив ее постоянно украшали в соответствии со вкусами то Коленьки Хохлова то художника Клейнмана то архитектора Бочкарева От подножия ангела вниз вдоль гранитного монолита под разными углами разлетались красные быстро линявшие полотнища флагов ,1 ,0
петербургский,муниципальный,архитектор,деятельности УралНИИпроект Сперанской Ирине Викторовне главному специалисту архитектору муниципального учреждения Мастерская генерального плана ,1 ,0
петербургский,,архитектор,Джумбер Беташвили Родная сестра отца архитектор Ирина Рудольфовна Козинцева в девичестве Гангнус или как я называл ее в детстве Тетя Ра была первым человеком на земле сказавшим мне что Сталин убийца Услышать такое в сорок пятом году в Москве над которой распускались пестрые хвосты победных салютов и под брюхом аэростата реял гигантский портрет с усами шевелящимися на колышущемся алом шелке как живые было почти непредставимо и все-таки тетя Ра это сказала ,2 ,1
петербургский,,архитектор,дизайна интерьера видимо стиль длительное время вынашивался его создателем Возможно работая над проектом коттеджа для очередного заказчика архитектор уже прикидывал каким хотел бы видеть свой дом Прежде чем начать строительство на купленном участке в 12 соток Георгий поставил деревянную баню ,1 ,0
петербургский,,архитектор,Дизайнер Анна Эрман Почти каждый заказчик под конец ремонта сам становится декоратором У архитектора Анны Эрман в работе одновременно несколько квартир одна в стиле кантри другая чистая ,1 ,0
английский,наш,архитектор,Дизайн сада который показан здесь разработан на основе исторического материала английским архитектором уже в наши дни На этом участке центральную ,1 ,0
полый,,архитектор,Директор Всесоюзной сельскохозяйственной выставки Н В Цицин образовал совет из 54 человек для рассмотрения тематико-экспозиционных планов и основных работ по архитектурно-художественному оформлению выставки В совет вошли крупнейшие специалисты сельского хозяйства стахановцы социалистических полей архитекторы художники скульпторы искусствоведы Среди них академики И В Якушкин Е Ф Лискун И К Скрябин писатели Ф Панферов профессора Тимирязевской сельскохозяйственной академии М Г Чижевский ,1 ,0
полый,,архитектор,Директору Гриневской средней школы П Токманю также сделано замечание о слабом стимулировании труда подростков Колхозу требуется архитектор На статью под таким названием опубликованную в 5 журнала за минувший год откликнулись и о начальника управления планировки и застройки сельских населенных мест Госгражданcтроя СССР Г П КАЗАНЦЕВ и заместитель начальника научно-технического центра отдела по капитальному строительству и реконструкции Госагропрома СССР В Я МАКАРУК ,2 ,1
полый,,архитектор,Длиннейшие очереди желающих осмотреть его выстраивались перед ним Дом архитектора Людека показал косной немецкой публике на возможность создания рационального и вместе с тем уютного жилища и вне традиционных банальных форм И С Гроссман-Рощин ,1 ,0
современный,,архитектор,Для городских квартир это наверное классика а также модерн который кстати сказать у наших современных архитекторов получается на мой взгляд не очень удачно ,1 ,0
современный,скибицкий,архитектор,Для исполнения заказа была создана авторская группа В нее вошли архитекторы Ю Скибицкий Л Совцова и инженеры В Уваров Н Юдин и Е Безяев и автор этой статьи руководитель группы В одной из живописнейших бухт Восточного Крыма куда в свое время приставали корабли древних греков римлян генуэзцев и других народов в том числе знаменитого путешественника Марка Поло в бухте Тихой расположенной между поселками Судак и Новый Свет в 1975 году началось строительство необычного здания базы для подготовки аквалангистов ,1 ,0
современный,,архитектор,Для обсуждения всех этих вопросов и многих других не менее интересных был создан комсомольцами Клуб изобразительного искусства Одну из выставок молодые архитекторы и художники открыли под девизом На пути к синтезу искусств Это название поначалу озадачило многих ,1 ,0
современный,,архитектор,Для особняка М С Кузнецова на 1 й Мещанской и нового собственного дома в Ермолаевском переулке характерны упрощение композиции отход от английской готики но по-прежнему постройки Шехтеля отличаются рациональной планировкой комфортным и уютным интерьером Всё что архитектор строил позже в готическом стиле было лишь отработкой и закреплением принципов найденных ранее в особняке З Г Морозовой К этому времени складывается и московский круг его заказчиков новых представителей промышленного купечества ,1 ,0
современный,,архитектор,Для претворения в жизнь планов партии и правительства Комитетом по делам архитектуры при Совмине СССР было издано 3 тома Справочника по сельскохозяйственному строительству Это были они и есть весьма увесистые от 700 до 900 страниц каждый составленные инженерами агроспециалистами и архитекторами хорошо доступно изложенные со всеми подробностями материалы Храню все три тома до сих пор как память ,1 ,0
